interest_rate,inflation_rate,gdp_growth,unemployment_rate,real_estate_prices,household_income,sp500_index,transaction_volume
2.99816047538945,4.210158230771439,-1.2781329181484717,4.182545441505152,164.86863611760782,54810.63430708957,4516.526391858045,5888.344746000605
5.302857225639665,1.420699824975244,4.317870346756966,4.950132373223711,98.30468514971136,83352.07579026866,3049.1738329176032,7627.9492943256855
4.42797576724562,1.8081435704730688,1.5367666071350001,4.239073389937228,149.15460322001758,109835.66687011266,3044.2471030579945,8770.555916024889
3.8946339367881464,5.492770942635397,3.7852022627541917,3.6209177362993894,152.8058055659427,98577.99091276489,3647.2204382990826,9389.7617534199
2.124074561769746,4.03214529829795,0.24034720721428204,3.844451097704206,130.89568055628632,104524.89182891598,3977.2863808093316,9136.811090148412
2.1239780813448106,1.0459852580831481,4.268662599473403,6.22545137622908,168.37330827496675,92702.66933685739,4540.814835615586,9003.863185337961
1.7323344486727978,1.5073577143301606,0.7244117511391419,4.444336028840548,192.12404177228177,95382.1251614282,4366.59075321301,8933.694560177684
4.96470458309974,4.317508845540279,-1.9241364396379115,5.549889027336528,191.06822154881314,107935.65212522555,3891.8054127534965,7737.818421108596
3.904460046972835,1.0253079192310934,4.337673834934845,6.5239208959839985,134.10072456849585,59973.44070873487,3547.2533325633317,6664.472224770121
4.332290311184182,1.8040402570874932,-1.360993262497065,7.832763800405557,93.58856550089064,79153.99709145124,4994.249000315423,6171.629568840065
1.5823379771832098,3.7436689468329307,0.23519546313290407,3.2751849788876926,198.18094387548015,57696.75534556818,3852.362604471946,6951.57746803406
5.379639408647977,4.459475988463466,4.650433769355635,8.595872792363298,180.6677703735121,119013.44063973177,3902.774048659351,8970.04159710686
4.829770563201687,4.259806297513003,4.654250028562893,7.395302726436355,94.95952174439202,115524.74717492906,3327.247642383338,9294.38669526047
2.3493564427131046,2.121346547302799,2.0140652168630027,3.5723132236421034,190.50102591408466,43154.14490948047,4589.619097499859,6330.255549647836
2.2272998688284025,4.56089610673768,2.422860485188595,9.11505036874744,184.3875634474554,96446.01380125507,4387.364451562978,8417.953286582953
2.2336180394137353,2.1862454374840006,1.1391186538482385,9.446106803722692,142.26056685512864,114019.86539325326,3441.539225577521,8825.672252028071
2.716968971838151,2.6269984907963386,0.0524754018864515,3.4275457189840464,150.9530522893915,54446.027610186684,3164.762091231685,6419.30094955079
3.5990257265289514,4.73245702559012,0.3006518175894115,4.938143537030426,127.88032446441562,85435.61844421035,4360.998604149427,7111.84190030873
3.227780074568463,4.2481644952360735,2.707629192539269,8.64340895855143,86.57139665864376,113239.06380704335,4309.022428562271,9121.899197647264
2.6649165607921677,5.24611705247089,3.26662170606376,8.237817832685607,120.22366899750811,42715.678286863906,3546.5190539964187,5823.258307595054
3.947411578889518,4.288064461501717,3.54105330608094,4.2916471354946415,176.34241383176138,95793.6213797472,4901.7271245008205,8869.523208184428
2.0579754426081673,3.841543016677358,3.5273269995618772,4.465445263356973,80.55584276055234,63787.92058980406,3302.1157835618005,7028.400931477845
2.6685785941408726,1.4683738391404624,-1.3615572786591674,5.593304719539674,120.0199006029373,113951.69563012243,3864.6696020852037,9203.37898055722
2.965447373174767,2.8385790152971677,1.4609421329180705,6.391660896337149,127.7802432309132,117684.65961322942,4887.231840335198,9300.12013521105
3.3242799368681437,2.3260118384086272,-1.59708867988349,7.327783400712072,144.48747235255075,115541.31912907472,3839.4546338522446,8582.833292657288
4.640703845572054,2.2199482168954177,1.8467021762661489,5.582395476988407,190.38267396953125,77937.1373325971,4277.051895328171,6828.645641238101
2.298695128633439,5.865052773762228,1.0907135096136393,6.237743012932035,121.56151932391535,108963.41207914507,3795.1887959255887,9163.598096362657
3.5569377536544464,2.965488623333802,4.213929279308099,8.232296566936295,121.63438422754732,107563.95188280563,3548.4304046973402,8708.374526230393
3.86965827544817,5.460232775885567,0.4564050878645509,3.2567824202341855,168.50014977316982,65528.037859460455,4967.955295919656,6593.514272737193
1.685801650879991,4.1556931299863145,-1.180530885006759,4.767058610408146,134.26615290677685,106313.23793205418,3818.668012630086,9241.562703549494
3.9301794076057535,4.974056517708242,-0.999058225630149,7.993447101191867,106.95257875279783,42960.61077723941,4788.198407358269,4532.011526122765
2.182096494749166,3.5131854655259604,3.3305744220223055,9.266447863810395,134.2927419359232,87701.59027856425,3459.9092117821724,8050.084844972309
1.760206371941118,3.8845194231317954,2.327526443213827,6.5817420948096625,96.90284244557598,58400.70698301624,3426.2094080501665,7044.230958127544
5.2955421490133325,3.4625884690943196,-1.2921412671404684,6.7247943968572095,101.1664383807468,49645.350862182306,3062.2681657690227,4725.593863042962
5.362528132298237,1.9762149389902226,-1.411252357195018,3.7502040793784324,139.80413272873756,46156.25613033673,4303.333650751771,4884.357064510311
4.733589392465845,4.612260576307527,2.90678392021384,6.131886567764182,130.27105394054576,95703.10207025119,3737.052687447522,8099.644285144192
2.7184550766934827,2.403861812204279,-1.4906589554506453,6.728320865185163,189.781508128172,67189.99710144529,4728.716499679274,6717.266528243971
1.8906884560255355,1.1215798321572692,3.753020415032493,4.697293525443108,123.48726789399598,97981.34172230092,3946.419813383114,9366.3468440907
4.236932106048627,4.227361479535839,2.9436955900954738,4.884702616645667,149.6706020333652,45228.50726391539,4936.386855829443,5886.59926624642
3.260609974958405,1.8855533970352447,-1.4305585355067016,5.6409891417323585,155.87171455034365,65223.227026448825,3371.051031406242,6360.849159675248
1.9881529393791153,5.702292921764571,-1.4061360014036566,3.1404983844440846,81.57133479060003,83159.30339002698,4737.246335911222,8030.3225163318675
3.4807076404450807,5.769642885012937,4.906477049508228,5.254554159082248,159.62448464200526,103257.85318711709,4553.193705583483,9549.198714373717
1.6375540844608736,5.574321951102243,0.6198955702928424,4.480136048975813,101.36431602437017,65500.20023456559,4541.843689288104,7363.448537508051
5.137281608315128,2.850793501277222,0.5944950294682365,5.292481465245403,195.32843809633462,90071.31011496072,4689.566456233775,7058.806826814238
2.5351199264000677,1.0772830826443371,3.6895969708025182,3.8383349227347585,97.83952733037356,110878.21985889497,4522.047981885998,10272.230477235236
4.150089137415928,5.641592812938627,4.630740041687011,9.233690965179264,129.75489484724284,89269.05505458437,4252.440643262831,7530.251296461215
2.746844304357644,3.1409207415865716,4.902007446760097,7.155147174878341,90.24196016943726,58636.7579802907,3262.489755364775,7075.441113875318
3.5802720847112433,5.833274095218348,3.273647296812591,7.753716234011427,199.6249102215137,41952.06252452304,3065.052358982504,5364.338355069712
3.6868411173731186,5.818099885446264,0.6338170987164102,8.52419867025137,140.2634012397491,109607.90991207439,4841.695695631373,8209.649110278762
2.239417822102108,5.265047277336801,-1.4154949831093186,6.489095392503401,151.44620207840524,41701.55286803097,4233.300629041476,5222.541473334239
5.378338511058234,2.4722444603479286,3.440028411492057,3.6084420166119657,88.0491772866113,109976.13381473595,4593.074581952353,9096.315960315998
4.600531293444458,2.9254886430096265,1.9088297481506356,6.759745792729834,169.99525644790134,82314.97072217695,3963.0447030251003,7187.777379643218
5.257995766256757,5.255683357584284,0.9695540647288339,7.107887826146154,105.18867117147029,115125.41588103169,3234.616377924789,8629.34195701013
5.079309401710596,2.584610025781388,4.344480695663152,8.21807631929031,187.76651473288564,103902.65886189323,3250.3715844051007,8398.231674123364
3.8915999152443406,1.8474637334304624,-1.2216176238569405,6.021616823607756,104.61675685784087,119834.728842667,4371.130574457942,8627.859092189368
